"Title","Orders Count","Rating","Votes Count","Url","Price"
"1 Pcs Bloco EVA Yoga Bloco De Espuma Tijolo Ferramenta de Fitness Workout Exercícios de Alongamento Ajuda Moldar O Corpo de Saúde Treinamento # EW","491","4.9","134","https://pt.aliexpress.com/item/1Pcs-EVA-Yoga-Block-Foam-Foaming-Block-Brick-Exercises-Fitness-Tool-Workout-Stretching-Aid-Body-Shaping/32826283435.html?ws_ab_test=searchweb0_0,searchweb201602_5_10065_10068_318_10547_319_10548_10696_450_10084_10083_10618_452_535_534_533_10307_532_204_10059_10884_10887_100031_320_10103_448_449,searchweb201603_60,ppcSwitch_0&algo_expid=e87f54b6-cb58-4e0b-ab51-88946e4cd9c1-0&algo_pvid=e87f54b6-cb58-4e0b-ab51-88946e4cd9c1&transAbTest=ae803_5","8,79 - 9,47"
"Adereços Yoga Bloco de Espuma Tijolo Alongamento Ajuda Aolikes Ginásio Pilates Yoga Exercício de Fitness Esporte Quente","215","4.9","94","https://pt.aliexpress.com/item/Yoga-Props-Foam-Brick-Stretching-Aid-Gym-Pilates-Aolikes-Yoga-Block-Exercise-Fitness-Sport-Hot/32905111836.html?ws_ab_test=searchweb0_0,searchweb201602_5_10065_10068_318_10547_319_10548_10696_450_10084_10083_10618_452_535_534_533_10307_532_204_10059_10884_10887_100031_320_10103_448_449-534,searchweb201603_60,ppcSwitch_0&algo_expid=e87f54b6-cb58-4e0b-ab51-88946e4cd9c1-1&algo_pvid=e87f54b6-cb58-4e0b-ab51-88946e4cd9c1&transAbTest=ae803_5","9,94 - 10,82"
"Yoga Bloco de Espuma Tijolo Alongamento Ajuda Ginásio Pilates para Exercício da Aptidão Do Esporte Treinamento Do Corpo Yoga Tijolo","270","4.8","124","https://pt.aliexpress.com/item/Yoga-Block-Foam-Brick-Stretching-Aid-Gym-Pilates-for-Exercise-Fitness-Sport-Body-Training-Yoga-Brick/32831984007.html?ws_ab_test=searchweb0_0,searchweb201602_5_10065_10068_318_10547_319_10548_10696_450_10084_10083_10618_452_535_534_533_10307_532_204_10059_10884_10887_100031_320_10103_448_449,searchweb201603_60,ppcSwitch_0&algo_expid=e87f54b6-cb58-4e0b-ab51-88946e4cd9c1-2&algo_pvid=e87f54b6-cb58-4e0b-ab51-88946e4cd9c1&transAbTest=ae803_5","7,63 - 8,27"
"1 Peça Yoga Bloco de Espuma Tijolo Exercício da Aptidão do Esporte Indoor Adereços Yoga Alongamento Ajuda Ferramentas de Ginásio Pilates da Aptidão do Verão","125","4.8","36","https://pt.aliexpress.com/item/1-Piece-Yoga-Block-Foam-Brick-Exercise-Fitness-Sport-Indoor-Yoga-Props-Stretching-Aid-Gym-Pilates/32867103651.html?ws_ab_test=searchweb0_0,searchweb201602_5_10065_10068_318_10547_319_10548_10696_450_10084_10083_10618_452_535_534_533_10307_532_204_10059_10884_10887_100031_320_10103_448_449,searchweb201603_60,ppcSwitch_0&algo_expid=e87f54b6-cb58-4e0b-ab51-88946e4cd9c1-3&algo_pvid=e87f54b6-cb58-4e0b-ab51-88946e4cd9c1&transAbTest=ae803_5","4,28"
"8 cores Pilates EVA Yoga Bloco de Espuma Tijolo Sports Exercise Gym Workout Treinamento Alongamento Ajuda Moldar O Corpo de Saúde para as mulheres","165","5.0","26","https://pt.aliexpress.com/item/8-Colors-Pilates-EVA-Yoga-Block-Brick-Sports-Exercise-Gym-Foam-Workout-Stretching-Aid-Body-Shaping/32900835374.html?ws_ab_test=searchweb0_0,searchweb201602_5_10065_10068_318_10547_319_10548_10696_450_10084_10083_10618_452_535_534_533_10307_532_204_10059_10884_10887_100031_320_10103_448_449,searchweb201603_60,ppcSwitch_0&algo_expid=e87f54b6-cb58-4e0b-ab51-88946e4cd9c1-4&algo_pvid=e87f54b6-cb58-4e0b-ab51-88946e4cd9c1&transAbTest=ae803_5","7,55 - 11,18"
"Adereços Bloco de Yoga Bloco de Espuma Tijolo Alongamento Ajuda Gym Yoga Pilates Exercício da Aptidão Do Esporte","384","4.9","173","https://pt.aliexpress.com/item/Yoga-Block-Props-Foam-Brick-Stretching-Aid-Gym-Pilates-Yoga-Block-Exercise-Fitness-Sport/32831382470.html?ws_ab_test=searchweb0_0,searchweb201602_5_10065_10068_318_10547_319_10548_10696_450_10084_10083_10618_452_535_534_533_10307_532_204_10059_10884_10887_100031_320_10103_448_449,searchweb201603_60,ppcSwitch_0&algo_expid=e87f54b6-cb58-4e0b-ab51-88946e4cd9c1-5&algo_pvid=e87f54b6-cb58-4e0b-ab51-88946e4cd9c1&transAbTest=ae803_5","10,50 - 11,78"
"EVA Yoga Bloco de Espuma Tijolo Sports Exercise Gym Workout Alongamento Ajuda Moldar O Corpo de Saúde de Fitness Formação Tijolo Q","308","4.9","110","https://pt.aliexpress.com/item/EVA-Yoga-Block-Brick-Sports-Exercise-Gym-Foam-Workout-Stretching-Aid-Body-Shaping-Health-Training-Fitness/32882941241.html?ws_ab_test=searchweb0_0,searchweb201602_5_10065_10068_318_10547_319_10548_10696_450_10084_10083_10618_452_535_534_533_10307_532_204_10059_10884_10887_100031_320_10103_448_449,searchweb201603_60,ppcSwitch_0&algo_expid=e87f54b6-cb58-4e0b-ab51-88946e4cd9c1-6&algo_pvid=e87f54b6-cb58-4e0b-ab51-88946e4cd9c1&transAbTest=ae803_5","12,30 - 14,22"
"1 PC Yoga Bloco de Tijolo Espuma Foam Bloquear Alongamento Ajuda","271","4.8","88","https://pt.aliexpress.com/item/Purple-Yoga-Block-Brick-Foaming-Foam-Block-Stretching-Aid-1-PC/32829076365.html?ws_ab_test=searchweb0_0,searchweb201602_5_10065_10068_318_10547_319_10548_10696_450_10084_10083_10618_452_535_534_533_10307_532_204_10059_10884_10887_100031_320_10103_448_449,searchweb201603_60,ppcSwitch_0&algo_expid=e87f54b6-cb58-4e0b-ab51-88946e4cd9c1-7&algo_pvid=e87f54b6-cb58-4e0b-ab51-88946e4cd9c1&transAbTest=ae803_5","10,46"
"1 pc Bloco de Yoga Exercício de Treino de Fitness Tijolo Reforçar Travesseiro Almofada Stretch-Resistente da Espuma De EVA Ajuda Treinamento da Ginástica Corpo moldar","1097","4.8","413","https://pt.aliexpress.com/item/1pc-Yoga-Block-Exercise-Workout-Fitness-Brick-Bolster-Pillow-Cushion-Stretch-Resistant-EVA-Foam-Aid-Gym/32869981585.html?ws_ab_test=searchweb0_0,searchweb201602_5_10065_10068_318_10547_319_10548_10696_450_10084_10083_10618_452_535_534_533_10307_532_204_10059_10884_10887_100031_320_10103_448_449,searchweb201603_60,ppcSwitch_0&algo_expid=e87f54b6-cb58-4e0b-ab51-88946e4cd9c1-8&algo_pvid=e87f54b6-cb58-4e0b-ab51-88946e4cd9c1&transAbTest=ae803_5","9,27 - 13,94"
"1 PC Blocos de Doce cor de Fitness Ginásio Exercício de Fitness Yoga Prática de Yoga Tijolo EVA yoga almofada travesseiro Reforçar A Formação de espuma venda","24","4.5","2","https://pt.aliexpress.com/item/1PC-Exercise-Fitness-Yoga-Blocks-Candy-color-Fitness-Gym-Yoga-Practice-Brick-EVA-yoga-pillow-cushion/32822805206.html?ws_ab_test=searchweb0_0,searchweb201602_5_10065_10068_318_10547_319_10548_10696_450_10084_10083_10618_452_535_534_533_10307_532_204_10059_10884_10887_100031_320_10103_448_449,searchweb201603_60,ppcSwitch_0&algo_expid=e87f54b6-cb58-4e0b-ab51-88946e4cd9c1-9&algo_pvid=e87f54b6-cb58-4e0b-ab51-88946e4cd9c1&transAbTest=ae803_5","9,75 - 12,50"
