"Title","Orders Count","Rating","Votes Count","Url","Price"
"Massagem de acupressão Mat Conjunto Travesseiro Mat Yoga para Liberação de Tensão Relaxamento Alivia O Stress Para Trás Do Pescoço Dor Ciática","175","5.0","14","https://pt.aliexpress.com/item/Acupressure-Massage-Mat-Pillow-Set-Yoga-Mat-for-Relieves-Stress-Back-Neck-Sciatic-Pain-Relaxation-Tension/32864884593.html?ws_ab_test=searchweb0_0,searchweb201602_5_10065_10068_318_10547_319_10548_10696_450_10084_10083_10618_452_535_534_533_10307_532_204_10059_10884_10887_100031_320_10103_448_449-534,searchweb201603_60,ppcSwitch_0&algo_expid=643dcec5-5aea-4336-bf60-a5a0370582b7-0&algo_pvid=643dcec5-5aea-4336-bf60-a5a0370582b7","90,17 - 100,60"
"Tapete de Yoga portátil Portador de Estilingue Cinto de Lona Esportes Fitness Ginásio Ajustável Ombro Alça de Transporte","314","4.8","188","https://pt.aliexpress.com/item/Portable-Yoga-Mat-Sling-Sports-Canvas-Belt-Fitness-Gym-Ajustable-Carrier-Shoulder-Carry-Strap/32821866186.html?ws_ab_test=searchweb0_0,searchweb201602_5_10065_10068_318_10547_319_10548_10696_450_10084_10083_10618_452_535_534_533_10307_532_204_10059_10884_10887_100031_320_10103_448_449,searchweb201603_60,ppcSwitch_0&algo_expid=643dcec5-5aea-4336-bf60-a5a0370582b7-1&algo_pvid=643dcec5-5aea-4336-bf60-a5a0370582b7","9,91"
"6mm densidade TPE Tapete de Yoga Exercício Pad Não-deslizamento Dobrável Ginásio de Fitness Pilates Suprimentos Não-skid Piso esteira do jogo","28","4.9","22","https://pt.aliexpress.com/item/High-density-TPE-Yoga-Mat-Exercise-Pad-Thick-Non-slip-Folding-Gym-Fitness-Mat-Pilates-Supplies/32794526576.html?ws_ab_test=searchweb0_0,searchweb201602_5_10065_10068_318_10547_319_10548_10696_450_10084_10083_10618_452_535_534_533_10307_532_204_10059_10884_10887_100031_320_10103_448_449,searchweb201603_60,ppcSwitch_0&algo_expid=643dcec5-5aea-4336-bf60-a5a0370582b7-2&algo_pvid=643dcec5-5aea-4336-bf60-a5a0370582b7","83,97"
"O mais novo! 6 MM Cobertor Esteiras da Ioga EVA Anti-slip EVA Almofada de Saúde Perder Peso Exercício Da Aptidão Das Mulheres Esporte De Ginástica Do Esporte Tapete de Yoga","65","4.5","28","https://pt.aliexpress.com/item/Newest-6MM-EVA-Yoga-Mats-Anti-slip-Blanket-EVA-Gymnastic-Sport-Health-Lose-Weight-Fitness-Exercise/32853621607.html?ws_ab_test=searchweb0_0,searchweb201602_5_10065_10068_318_10547_319_10548_10696_450_10084_10083_10618_452_535_534_533_10307_532_204_10059_10884_10887_100031_320_10103_448_449,searchweb201603_60,ppcSwitch_0&algo_expid=643dcec5-5aea-4336-bf60-a5a0370582b7-3&algo_pvid=643dcec5-5aea-4336-bf60-a5a0370582b7","21,38 - 22,23"
"ROSA BORRACHA NATURAL ECO PU YOGA MATS 183*68 cm 3.5mm COM LINHAS de ALINHAMENTO","1","","","https://pt.aliexpress.com/item/PINK-NATURAL-RUBBER-ECO-PU-YOGA-MATS-183-68CM-3-5MM-WITH-ALIGNMENT-LINES/32907560853.html?s=p&ws_ab_test=searchweb0_0,searchweb201602_5_10065_10068_318_10547_319_10548_10696_450_10084_10083_10618_452_535_534_533_10307_532_204_10059_10884_10887_100031_320_10103_448_449,searchweb201603_60,ppcSwitch_0&algo_expid=643dcec5-5aea-4336-bf60-a5a0370582b7-4&algo_pvid=643dcec5-5aea-4336-bf60-a5a0370582b7","265,20"
"Venda quente saco saco de ginástica Yoga saco tapete de yoga yoga mochila Yoga Pilates Mat À Prova D' Água Caso Saco Carriers para 6-10mm (tapete de Yoga não incluindo)","209","4.9","148","https://pt.aliexpress.com/item/Hot-Sale-Yoga-bag-gym-mat-bag-yoga-backpack-Waterproof-Yoga-Pilates-Mat-Case-Bag-Carriers/32770494259.html?ws_ab_test=searchweb0_0,searchweb201602_5_10065_10068_318_10547_319_10548_10696_450_10084_10083_10618_452_535_534_533_10307_532_204_10059_10884_10887_100031_320_10103_448_449,searchweb201603_60,ppcSwitch_0&algo_expid=643dcec5-5aea-4336-bf60-a5a0370582b7-5&algo_pvid=643dcec5-5aea-4336-bf60-a5a0370582b7","18,44"
"6mm Duplo Cor 183 cm X cm TPE 61 Marca de Mau Gosto Não-slip Mats Yoga Para Fitness Pilates 8 cor Ginásio Exercício Almofadas com Saco Livre","123","4.9","58","https://pt.aliexpress.com/item/6MM-Double-Color-183cmX61cm-TPE-Non-slip-Yoga-Mats-For-Fitness-Tasteless-Brand-Pilates-8-Color/32866797743.html?ws_ab_test=searchweb0_0,searchweb201602_5_10065_10068_318_10547_319_10548_10696_450_10084_10083_10618_452_535_534_533_10307_532_204_10059_10884_10887_100031_320_10103_448_449,searchweb201603_60,ppcSwitch_0&algo_expid=643dcec5-5aea-4336-bf60-a5a0370582b7-6&algo_pvid=643dcec5-5aea-4336-bf60-a5a0370582b7","75,44"
"Thickess 60x25x1.5 cm Não-Deslizamento Tapete de Yoga Almofada Almofada de Joelho Cotovelo Esporte Pilates Ginásio Macio tapetes Almofadas Dobrável Interior Do Edifício Do Corpo","150","4.5","15","https://pt.aliexpress.com/item/60x25x1-5cm-Thickess-Non-Slip-Yoga-Knee-Pad-Cushion-Elbow-Sport-Mat-Gym-Soft-Pilates-Mats/32907828782.html?ws_ab_test=searchweb0_0,searchweb201602_5_10065_10068_318_10547_319_10548_10696_450_10084_10083_10618_452_535_534_533_10307_532_204_10059_10884_10887_100031_320_10103_448_449,searchweb201603_60,ppcSwitch_0&algo_expid=643dcec5-5aea-4336-bf60-a5a0370582b7-7&algo_pvid=643dcec5-5aea-4336-bf60-a5a0370582b7","5,52"
"1 peça 10mm Iniciantes Yoga Mat Pilates Yoga Interior Almofadas Ao Ar Livre Jardim de Treinamento de Fitness Esteiras Conforto 183*61*1 CM","2","","","https://pt.aliexpress.com/item/1-Piece-10mm-Yoga-Beginner-Indoor-Yoga-Mat-Pilates-Pads-Outdoor-Garden-Fitness-Training-Mats-Comfort/32922251032.html?ws_ab_test=searchweb0_0,searchweb201602_5_10065_10068_318_10547_319_10548_10696_450_10084_10083_10618_452_535_534_533_10307_532_204_10059_10884_10887_100031_320_10103_448_449,searchweb201603_60,ppcSwitch_0&algo_expid=643dcec5-5aea-4336-bf60-a5a0370582b7-8&algo_pvid=643dcec5-5aea-4336-bf60-a5a0370582b7","17,07"
"Antiderrapante Tapete de Yoga Toalha Tampa Anti Skid Microfibra Yoga Mat Tamanho 183 cm * 61 cm 72 ''x 24 ''loja Toalhas Cobertores Fitness Pilates","238","4.9","93","https://pt.aliexpress.com/item/Non-Slip-Yoga-Mat-Cover-Towel-Anti-Skid-Microfiber-Yoga-Mat-Size-183cm-61cm-72-x24/32867096912.html?ws_ab_test=searchweb0_0,searchweb201602_5_10065_10068_318_10547_319_10548_10696_450_10084_10083_10618_452_535_534_533_10307_532_204_10059_10884_10887_100031_320_10103_448_449,searchweb201603_60,ppcSwitch_0&algo_expid=643dcec5-5aea-4336-bf60-a5a0370582b7-9&algo_pvid=643dcec5-5aea-4336-bf60-a5a0370582b7","42,35"
"Qualidade 10mm NBR Tapete de Yoga com Frete Corda Carry 183*61 cm Não-escorregar Grosso Almofada de Fitness mat Pilates para Ginástica Ao Ar Livre Exercício da Aptidão","27","","","https://pt.aliexpress.com/item/Quality-10mm-NBR-Yoga-Mat-with-Free-Carry-Rope-183-61cm-Non-slip-Thick-Pad-Fitness/32925615547.html?ws_ab_test=searchweb0_0,searchweb201602_5_10065_10068_318_10547_319_10548_10696_450_10084_10083_10618_452_535_534_533_10307_532_204_10059_10884_10887_100031_320_10103_448_449,searchweb201603_60,ppcSwitch_0&algo_expid=643dcec5-5aea-4336-bf60-a5a0370582b7-10&algo_pvid=643dcec5-5aea-4336-bf60-a5a0370582b7","47,34"
"Alça ajustável Nylon Yoga Pilates Mat Sacola Malha Centro Caso","433","4.8","247","https://pt.aliexpress.com/item/Adjustable-Strap-Nylon-Yoga-Pilates-Mat-Carrier-Bag-Mesh-Center-Case/32776529148.html?ws_ab_test=searchweb0_0,searchweb201602_5_10065_10068_318_10547_319_10548_10696_450_10084_10083_10618_452_535_534_533_10307_532_204_10059_10884_10887_100031_320_10103_448_449,searchweb201603_60,ppcSwitch_0&algo_expid=643dcec5-5aea-4336-bf60-a5a0370582b7-11&algo_pvid=643dcec5-5aea-4336-bf60-a5a0370582b7","4,11"
"AZUL BORRACHA NATURAL ECO PU YOGA MATS 183*68 cm 3.5mm COM LINHAS de ALINHAMENTO","","","","https://pt.aliexpress.com/item/BLUE-NATURAL-RUBBER-ECO-PU-YOGA-MATS-183-68CM-3-5MM-WITH-ALIGNMENT-LINES/32907357009.html?s=p&ws_ab_test=searchweb0_0,searchweb201602_5_10065_10068_318_10547_319_10548_10696_450_10084_10083_10618_452_535_534_533_10307_532_204_10059_10884_10887_100031_320_10103_448_449,searchweb201603_60,ppcSwitch_0&algo_expid=643dcec5-5aea-4336-bf60-a5a0370582b7-12&algo_pvid=643dcec5-5aea-4336-bf60-a5a0370582b7","265,20"
"8mm Exercício da Aptidão Tapete de Yoga EVA Durável Não-Slip Mat Yoga Perder Peso Exercício de Fitness Esteira de Ginástica Dobrar para Fitness # H3","27","4.6","5","https://pt.aliexpress.com/item/8mm-EVA-Yoga-Mat-Durable-Exercise-Fitness-Non-Slip-Yoga-Mat-Lose-Weight-Exercise-Fitness-Folding/32910527245.html?ws_ab_test=searchweb0_0,searchweb201602_5_10065_10068_318_10547_319_10548_10696_450_10084_10083_10618_452_535_534_533_10307_532_204_10059_10884_10887_100031_320_10103_448_449,searchweb201603_60,ppcSwitch_0&algo_expid=643dcec5-5aea-4336-bf60-a5a0370582b7-13&algo_pvid=643dcec5-5aea-4336-bf60-a5a0370582b7","16,79 - 39,09"
"Novo 180x50x0.6 cm Mat Pad Anti-Slip Mat Para Fitness Yoga Dormir Esportes Ao Ar Livre","4","","","https://pt.aliexpress.com/item/New-180x50x0-6cm-Mat-Pad-Non-Slip-Mat-For-Fitness-Yoga-Sleeping-Outdoor-Sports/32919485405.html?ws_ab_test=searchweb0_0,searchweb201602_5_10065_10068_318_10547_319_10548_10696_450_10084_10083_10618_452_535_534_533_10307_532_204_10059_10884_10887_100031_320_10103_448_449,searchweb201603_60,ppcSwitch_0&algo_expid=643dcec5-5aea-4336-bf60-a5a0370582b7-14&algo_pvid=643dcec5-5aea-4336-bf60-a5a0370582b7","20,74"
"183x61x1 cm Yoga Mat NBR Alongar Grosso Anti Slip Elástico Leve Portátil Dupla Face Bebê Engatinhando pad Piquenique Esteira de Ginástica","11","5.0","2","https://pt.aliexpress.com/item/183x61x1cm-Yoga-Mat-NBR-Lengthen-Thick-Anti-Slip-Elastic-Lightweight-Portable-Double-Sided-Baby-Crawling-Pad/32891241101.html?ws_ab_test=searchweb0_0,searchweb201602_5_10065_10068_318_10547_319_10548_10696_450_10084_10083_10618_452_535_534_533_10307_532_204_10059_10884_10887_100031_320_10103_448_449,searchweb201603_60,ppcSwitch_0&algo_expid=643dcec5-5aea-4336-bf60-a5a0370582b7-15&algo_pvid=643dcec5-5aea-4336-bf60-a5a0370582b7","52,90"
"PVC Preto Portátil Yoga Mat Bag Nylon Transportadora Malha Alça Ajustável Esporte Caso Mat Pilates Saco","90","4.8","29","https://pt.aliexpress.com/item/PVC-Black-Portable-Yoga-Mat-Bag-Nylon-Pilates-Carrier-Mesh-Adjustable-Strap-Sport-Mat-Case-Bag/32805757662.html?ws_ab_test=searchweb0_0,searchweb201602_5_10065_10068_318_10547_319_10548_10696_450_10084_10083_10618_452_535_534_533_10307_532_204_10059_10884_10887_100031_320_10103_448_449,searchweb201603_60,ppcSwitch_0&algo_expid=643dcec5-5aea-4336-bf60-a5a0370582b7-16&algo_pvid=643dcec5-5aea-4336-bf60-a5a0370582b7","18,28 - 18,84"
